Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,R_command_actuator,L_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,L_P,L_D,R_P,R_D,scale_runtime,torque_delay_ms,filter_type,filter_cutoff_hz,filter_order,filter_enable_vr,filter_enable_torque,filter_cfg_seq,filter_source,filter_base_mode,filter_base_desc,filter_runtime_desc,tag,tag_raw
0.6869,5.1985,3.9780,0.6714,1.4648,-1.330542,-1.797284,-1.797284,-1.330542,-1.797284,-1.330542,-1.748455,0.171428,-1.358422,0.155128,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.6969,5.1985,3.9780,0.6714,1.4648,-1.325986,-1.788674,-1.788674,-1.325986,-1.788674,-1.325986,-1.740240,0.171160,-1.351972,0.159606,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7069,5.2095,4.0055,1.0376,1.2817,-1.320889,-1.779314,-1.779314,-1.320889,-1.779314,-1.320889,-1.732336,0.169730,-1.345581,0.163452,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7169,5.2095,4.0055,1.0376,1.2817,-1.315275,-1.769322,-1.769322,-1.315275,-1.769322,-1.315275,-1.724750,0.167103,-1.339377,0.166024,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7269,5.2204,4.0055,1.2817,1.2817,-1.309185,-1.758819,-1.758819,-1.309185,-1.758819,-1.309185,-1.717485,0.163236,-1.333445,0.166850,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7369,5.2314,4.0165,1.1597,1.0986,-1.302674,-1.747927,-1.747927,-1.302674,-1.747927,-1.302674,-1.710557,0.158096,-1.327841,0.165654,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7469,5.2424,4.0165,1.0986,1.0986,-1.295810,-1.736771,-1.736771,-1.295810,-1.736771,-1.295810,-1.703989,0.151677,-1.322612,0.162344,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7569,5.2479,4.0329,0.4883,1.4038,-1.288681,-1.725475,-1.725475,-1.288681,-1.725475,-1.288681,-1.697795,0.144020,-1.317799,0.156977,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7669,5.2479,4.0439,-0.3052,1.7700,-1.281382,-1.714163,-1.714163,-1.281382,-1.714163,-1.281382,-1.691976,0.135236,-1.313442,0.149715,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7769,5.2150,4.0714,-1.5259,1.7700,-1.274019,-1.702955,-1.702955,-1.274019,-1.702955,-1.274019,-1.686496,0.125536,-1.309586,0.140761,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7869,5.1930,4.0989,-1.5259,1.6479,-1.266704,-1.691966,-1.691966,-1.266704,-1.691966,-1.266704,-1.681276,0.115256,-1.306279,0.130329,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.7969,5.1820,4.0989,-1.0376,1.6479,-1.259550,-1.681300,-1.681300,-1.259550,-1.681300,-1.259550,-1.676263,0.104829,-1.303533,0.118624,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8078,5.1820,4.0989,-1.0376,1.6479,-1.252670,-1.671051,-1.671051,-1.252670,-1.671051,-1.252670,-1.671460,0.094712,-1.301293,0.105855,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8169,5.1710,4.1043,-0.1831,1.4648,-1.246176,-1.661295,-1.661295,-1.246176,-1.661295,-1.246176,-1.666906,0.085289,-1.299470,0.092230,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8269,5.1655,4.1153,-0.1221,1.2207,-1.240170,-1.652092,-1.652092,-1.240170,-1.652092,-1.240170,-1.662646,0.076809,-1.297974,0.077963,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8369,5.1600,4.1153,-0.3662,1.2207,-1.234747,-1.643485,-1.643485,-1.234747,-1.643485,-1.234747,-1.658736,0.069371,-1.296715,0.063271,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8469,5.1600,4.1263,-0.3662,0.8545,-1.229991,-1.635500,-1.635500,-1.229991,-1.635500,-1.229991,-1.655239,0.062950,-1.295591,0.048380,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8569,5.1545,4.1263,-0.4272,0.4883,-1.225971,-1.628151,-1.628151,-1.225971,-1.628151,-1.225971,-1.652225,0.057455,-1.294498,0.033519,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8669,5.1490,4.1263,-0.1221,0.2441,-1.222744,-1.621441,-1.621441,-1.222744,-1.621441,-1.222744,-1.649752,0.052772,-1.293330,0.018928,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8769,5.1490,4.1208,-0.1221,0.1221,-1.220348,-1.615364,-1.615364,-1.220348,-1.615364,-1.220348,-1.647871,0.048777,-1.291973,0.004852,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8869,5.1490,4.1208,-0.1221,0.0610,-1.218804,-1.609910,-1.609910,-1.218804,-1.609910,-1.218804,-1.646631,0.045343,-1.290326,-0.008466,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.8969,5.1490,4.1208,-0.1221,0.1831,-1.218116,-1.605065,-1.605065,-1.218116,-1.605065,-1.218116,-1.646074,0.042347,-1.288311,-0.020809,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9069,5.1490,4.1208,0.4272,0.3052,-1.218268,-1.600815,-1.600815,-1.218268,-1.600815,-1.218268,-1.646221,0.039680,-1.285873,-0.032008,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9199,5.1545,4.1263,0.6104,0.3662,-1.219226,-1.597144,-1.597144,-1.219226,-1.597144,-1.219226,-1.647083,0.037232,-1.282982,-0.041959,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9279,5.1545,4.1703,0.6104,1.2817,-1.220941,-1.594038,-1.594038,-1.220941,-1.594038,-1.220941,-1.648660,0.034890,-1.279667,-0.050633,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9369,5.1545,4.1922,0.6104,1.5259,-1.223349,-1.591485,-1.591485,-1.223349,-1.591485,-1.223349,-1.650932,0.032528,-1.276014,-0.058091,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9468,5.1600,4.2197,0.7324,1.9531,-1.226376,-1.589476,-1.589476,-1.226376,-1.589476,-1.226376,-1.653869,0.030030,-1.272113,-0.064488,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9569,5.1765,4.2197,0.3662,1.9531,-1.229940,-1.588006,-1.588006,-1.229940,-1.588006,-1.229940,-1.657449,0.027306,-1.268016,-0.070064,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9668,5.1930,4.2417,1.0376,2.1362,-1.233957,-1.587072,-1.587072,-1.233957,-1.587072,-1.233957,-1.661667,0.024298,-1.263760,-0.075101,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9768,5.2040,4.2636,1.0376,2.0142,-1.238346,-1.586675,-1.586675,-1.238346,-1.586675,-1.238346,-1.666509,0.020975,-1.259391,-0.079884,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9868,5.2095,4.2801,0.9766,1.5869,-1.243027,-1.586820,-1.586820,-1.243027,-1.586820,-1.243027,-1.671945,0.017316,-1.254972,-0.084656,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
0.9968,5.2095,4.2911,0.9766,1.0376,-1.247928,-1.587512,-1.587512,-1.247928,-1.587512,-1.247928,-1.677919,0.013303,-1.250546,-0.089583,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0068,5.2095,4.2911,0.9766,1.0376,-1.252985,-1.588761,-1.588761,-1.252985,-1.588761,-1.252985,-1.684361,0.008932,-1.246134,-0.094727,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0168,5.2150,4.2911,0.8545,0.4883,-1.258143,-1.590578,-1.590578,-1.258143,-1.590578,-1.258143,-1.691201,0.004215,-1.241735,-0.100038,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0268,5.2150,4.2911,0.8545,0.1221,-1.263353,-1.592971,-1.592971,-1.263353,-1.592971,-1.263353,-1.698371,-0.000812,-1.237349,-0.105379,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0368,5.2204,4.2911,0.8545,-0.0000,-1.268574,-1.595951,-1.595951,-1.268574,-1.595951,-1.268574,-1.705799,-0.006093,-1.232986,-0.110544,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0468,5.2314,4.2911,0.8545,0.1831,-1.273766,-1.599525,-1.599525,-1.273766,-1.599525,-1.273766,-1.713418,-0.011559,-1.228664,-0.115295,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0568,5.2424,4.3076,0.7935,0.6714,-1.278893,-1.603697,-1.603697,-1.278893,-1.603697,-1.278893,-1.721170,-0.017134,-1.224431,-0.119402,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0668,5.2424,4.3076,0.7935,0.6714,-1.283919,-1.608469,-1.608469,-1.283919,-1.608469,-1.283919,-1.728984,-0.022744,-1.220352,-0.122698,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0768,5.2479,4.3186,0.6104,0.7935,-1.288809,-1.613837,-1.613837,-1.288809,-1.613837,-1.288809,-1.736772,-0.028314,-1.216497,-0.125110,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0868,5.2534,4.3296,0.5493,0.9155,-1.293527,-1.619794,-1.619794,-1.293527,-1.619794,-1.293527,-1.744443,-0.033774,-1.212939,-0.126652,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.0968,5.2534,4.3460,0.5493,1.0376,-1.298039,-1.626326,-1.626326,-1.298039,-1.626326,-1.298039,-1.751914,-0.039050,-1.209765,-0.127405,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1068,5.2699,4.3460,0.6714,1.0376,-1.302313,-1.633411,-1.633411,-1.302313,-1.633411,-1.302313,-1.759106,-0.044072,-1.207051,-0.127499,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1168,5.2809,4.3625,0.8545,1.2207,-1.306322,-1.641024,-1.641024,-1.306322,-1.641024,-1.306322,-1.765970,-0.048782,-1.204857,-0.127087,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1268,5.2809,4.3955,0.8545,1.5259,-1.310044,-1.649131,-1.649131,-1.310044,-1.649131,-1.310044,-1.772456,-0.053150,-1.203261,-0.126330,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1369,5.2809,4.3955,0.8545,1.5259,-1.313466,-1.657693,-1.657693,-1.313466,-1.657693,-1.313466,-1.778501,-0.057174,-1.202343,-0.125392,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1478,5.2919,4.4175,1.0376,1.5259,-1.316581,-1.666667,-1.666667,-1.316581,-1.666667,-1.316581,-1.784052,-0.060877,-1.202143,-0.124432,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1598,5.2919,4.4614,1.0376,0.4883,-1.319392,-1.676002,-1.676002,-1.319392,-1.676002,-1.319392,-1.789078,-0.064297,-1.202717,-0.123588,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1718,5.3028,4.4669,1.1597,0.4272,-1.321912,-1.685647,-1.685647,-1.321912,-1.685647,-1.321912,-1.793561,-0.067487,-1.204125,-0.122937,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1798,5.3193,4.4724,1.2207,0.5493,-1.324163,-1.695547,-1.695547,-1.324163,-1.695547,-1.324163,-1.797504,-0.070506,-1.206366,-0.122469,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1918,5.3413,4.4724,0.7935,0.5493,-1.326173,-1.705646,-1.705646,-1.326173,-1.705646,-1.326173,-1.800942,-0.073413,-1.209391,-0.122105,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.1998,5.3413,4.4834,-0.0000,0.8545,-1.327979,-1.715887,-1.715887,-1.327979,-1.715887,-1.327979,-1.803902,-0.076244,-1.213153,-0.121734,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2118,5.3413,4.4999,-0.0000,1.2207,-1.329618,-1.726216,-1.726216,-1.329618,-1.726216,-1.329618,-1.806383,-0.078986,-1.217621,-0.121265,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2198,5.3413,4.5163,-0.0000,1.4038,-1.331130,-1.736579,-1.736579,-1.331130,-1.736579,-1.331130,-1.808371,-0.081553,-1.222779,-0.120652,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2318,5.3358,4.5328,-0.2441,1.4648,-1.332558,-1.746924,-1.746924,-1.332558,-1.746924,-1.332558,-1.809855,-0.083817,-1.228609,-0.119915,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2398,5.3358,4.5493,-0.1831,1.2817,-1.333941,-1.757197,-1.757197,-1.333941,-1.757197,-1.333941,-1.810838,-0.085634,-1.235078,-0.119122,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2478,5.3413,4.5603,0.1831,0.9766,-1.335322,-1.767345,-1.767345,-1.335322,-1.767345,-1.335322,-1.811340,-0.086877,-1.242142,-0.118362,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2568,5.3413,4.5658,0.1831,0.7324,-1.336741,-1.777314,-1.777314,-1.336741,-1.777314,-1.336741,-1.811405,-0.087461,-1.249729,-0.117707,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2678,5.3523,4.5713,0.4272,0.1221,-1.338240,-1.787048,-1.787048,-1.338240,-1.787048,-1.338240,-1.811091,-0.087361,-1.257749,-0.117181,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2798,5.3688,4.5658,0.4272,-0.0610,-1.339858,-1.796492,-1.796492,-1.339858,-1.796492,-1.339858,-1.810474,-0.086616,-1.266097,-0.116742,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.2918,5.3688,4.5658,0.4272,-0.0610,-1.341632,-1.805594,-1.805594,-1.341632,-1.805594,-1.341632,-1.809636,-0.085312,-1.274661,-0.116283,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3038,5.3797,4.5603,0.2441,-0.1831,-1.343595,-1.814302,-1.814302,-1.343595,-1.814302,-1.343595,-1.808638,-0.083566,-1.283331,-0.115653,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3198,5.3852,4.5603,0.1831,-0.1831,-1.345773,-1.822571,-1.822571,-1.345773,-1.822571,-1.345773,-1.807533,-0.081493,-1.292013,-0.114697,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3358,5.4017,4.5658,0.2441,0.2441,-1.348186,-1.830361,-1.830361,-1.348186,-1.830361,-1.348186,-1.806378,-0.079194,-1.300635,-0.113280,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3438,5.4072,4.5658,0.3662,0.2441,-1.350843,-1.837637,-1.837637,-1.350843,-1.837637,-1.350843,-1.805221,-0.076743,-1.309149,-0.111319,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3518,5.4182,4.5877,0.4272,0.6714,-1.353747,-1.844375,-1.844375,-1.353747,-1.844375,-1.353747,-1.804098,-0.074199,-1.317529,-0.108798,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3598,5.4182,4.5932,0.4272,0.5493,-1.356891,-1.850554,-1.850554,-1.356891,-1.850554,-1.356891,-1.803029,-0.071616,-1.325777,-0.105772,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
1.3678,5.4237,4.5987,0.3052,0.2441,-1.360262,-1.856162,-1.856162,-1.360262,-1.856162,-1.360262,-1.802016,-0.069046,-1.333889,-0.102349,1.0000,0.000,startup,0.000,2,1,1,0,base,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd",none,,
